2.51678,2.66374,3.29048
2.51113,2.70662,3.27875
2.5023,2.68145,3.275
2.48734,2.65587,3.27167
2.47588,2.70091,3.2616
2.46602,2.63328,3.24862
2.4586,2.65906,3.23102
2.44722,2.63825,3.21232
2.44243,2.69227,3.19491
2.43688,2.67903,3.18679
2.43164,2.70159,3.17443
2.43035,2.73983,3.1577
2.42807,2.72364,3.14935
2.43202,2.71988,3.14008
2.4305,2.80591,3.12242
2.42542,2.75738,3.11238
2.42036,2.85171,3.10655
2.41972,2.79746,3.10826
2.42085,2.81299,3.10645
2.41925,2.83693,3.10662
2.42022,2.8629,3.10771
2.41757,2.84349,3.11528
2.41396,2.82699,3.11817
2.40994,2.77159,3.12202
2.40723,2.72628,3.13598
2.40882,2.76428,3.14229
2.41069,2.68208,3.14846
2.41134,2.74753,3.15651
2.41573,2.68559,3.16231
2.41879,2.69321,3.16547
2.42008,2.72888,3.1677
2.41649,2.69956,3.1676
2.41171,2.7642,3.16779
2.40599,2.7391,3.16779
2.40297,2.75475,3.16811
2.39925,2.77303,3.17255
2.39738,2.75649,3.17836
2.39683,2.77027,3.18059
2.39805,2.76297,3.18464
2.40619,2.77428,3.18932
2.41589,2.74112,3.19341
2.42026,2.76445,3.19677
2.42294,2.78114,3.19737
2.42732,2.77834,3.20135
2.42588,2.72169,3.2086
2.41997,2.76664,3.2127
2.41943,2.7406,3.21791
2.42246,2.75273,3.22832
2.42201,2.76263,3.24062
2.42216,2.73487,3.24687
2.41683,2.73949,3.2364
2.41137,2.72657,3.22482
2.40253,2.71928,3.21806
2.39452,2.75172,3.21272
2.38507,2.69676,3.20048
2.38093,2.78759,3.19857
2.37536,2.77108,3.19277
2.36875,2.76783,3.18459
2.36545,2.78225,3.18276
2.36469,2.81553,3.17604
2.3604,2.80583,3.17116
2.35847,2.7935,3.16475
2.35632,2.78576,3.16433
2.35819,2.80398,3.16419
2.36061,2.75635,3.16253
2.36087,2.78263,3.15966
2.36289,2.81707,3.15566
2.36007,2.78246,3.15912
2.3571,2.81404,3.16763
2.3544,2.80328,3.17106
2.34949,2.79875,3.17668
2.35173,2.81572,3.17553
2.35131,2.77358,3.17683
2.35201,2.77548,3.18105
2.35423,2.78422,3.18443
2.36016,2.80774,3.18861
2.36092,2.75555,3.19153
2.36144,2.7573,3.18746
2.35045,2.74204,3.18674
2.34349,2.75621,3.18426
2.33549,2.7301,3.17659
2.32322,2.70059,3.1667
2.31549,2.68166,3.16281
2.31006,2.67143,3.16553
2.30742,2.71768,3.17129
2.30459,2.70387,3.18141
2.29821,2.75999,3.18768
2.29347,2.76923,3.18803
2.29202,2.77534,3.19235
2.28362,2.79469,3.18598
2.27595,2.78782,3.17418
2.26859,2.79988,3.16281
2.26093,2.75694,3.15033
2.25243,2.78079,3.13523
2.24515,2.7737,3.12623
2.23811,2.7563,3.1174
2.23615,2.75936,3.11778
2.22963,2.73837,3.11328
2.23061,2.74311,3.11092
2.23474,2.77847,3.10189
2.23719,2.75383,3.0907
2.23618,2.76559,3.08949
2.23939,2.76617,3.08842
2.242,2.76912,3.08307
2.24097,2.78211,3.0751
2.23833,2.79541,3.06487
2.23559,2.79282,3.06168
2.23385,2.79077,3.05931
2.23226,2.80835,3.05209
2.22741,2.82354,3.04035
2.21834,2.74723,3.03502
2.20392,2.81599,3.03836
2.18635,2.76733,3.04524
2.17051,2.77635,3.04808
2.15536,2.7773,3.04761
2.14192,2.80656,3.05282
2.13003,2.77684,3.05862
2.12154,2.75811,3.07454
2.11855,2.74503,3.09402
2.11629,2.74432,3.11184
2.11926,2.74798,3.1277
2.1233,2.7409,3.12877
2.12504,2.71408,3.11903
2.12832,2.74042,3.10421
2.13355,2.7206,3.09415
2.13537,2.76042,3.08299
2.13579,2.82078,3.07383
2.13424,2.78355,3.06061
2.13145,2.85626,3.05614
2.12876,2.82201,3.0508
2.12914,2.86136,3.05389
2.12999,2.86891,3.05971
2.13585,2.8354,3.05868
2.14221,2.82558,3.05823
2.15606,2.8426,3.05628
2.16702,2.83773,3.05917
2.17955,2.84602,3.06368
2.19154,2.8528,3.06848
2.19455,2.89886,3.06749
2.19275,2.89084,3.06901
2.19416,2.86301,3.06829
2.19305,2.8671,3.07316
2.18865,2.84028,3.07914
2.18485,2.8459,3.08479
2.17967,2.8385,3.0892
2.1745,2.88656,3.09882
2.1702,2.88783,3.10317
2.16633,2.93507,3.11329
2.1635,2.89608,3.11626
2.16194,2.89336,3.11968
2.15647,2.84903,3.12434
2.16008,2.82444,3.12817
2.16787,2.8723,3.12705
2.17172,2.8496,3.12596
2.17786,2.85195,3.12351
2.18828,2.85737,3.12515
2.19443,2.89262,3.12627
2.19339,2.84508,3.13783
2.19397,2.90973,3.14549
2.19892,2.82243,3.14322
2.1983,2.85469,3.14406
2.20104,2.81721,3.14241
2.20046,2.83369,3.15461
2.20497,2.83267,3.15734
2.21235,2.86333,3.1538
2.21385,2.84107,3.15312
2.21596,2.79952,3.15332
2.21949,2.87942,3.15646
2.22042,2.79388,3.1666
2.22367,2.85399,3.17453
2.23445,2.80761,3.17432
2.24582,2.81923,3.17677
2.25486,2.79644,3.18515
2.26634,2.79901,3.19245
2.27108,2.82726,3.20016
2.27495,2.80201,3.2039
2.27026,2.83141,3.20542
2.26932,2.83453,3.20058
2.27068,2.85863,3.20621
2.27372,2.88695,3.20124
2.27835,2.90236,3.20561
2.27909,2.87005,3.22305
2.27502,2.87557,3.24234
2.27413,2.89533,3.25535
2.2724,2.85255,3.26789
2.27036,2.88191,3.28238
2.26283,2.8557,3.29311
2.25684,2.91655,3.30167
2.24395,2.88232,3.31252
2.23737,2.90678,3.31295
2.22643,2.91467,3.31205
2.22057,2.93548,3.30878
2.21621,2.92792,3.30647
2.21413,2.94942,3.30225
2.21054,2.98301,3.30718
2.21224,2.98714,3.30474
2.21578,2.95794,3.30346
2.22085,3.02021,3.29658
2.22677,3.01307,3.28699
