,0,1,2,3,passive,noise,value,trend
160,0.0,1.0,61.0,38.0,,-0.0011640816213790428,0.0013898555788511846,-0.00219649643729547
161,0.0,1.0,62.0,37.0,,-0.0012557177589088697,0.0014300019694497568,-0.0023577971147149546
162,0.0,1.0,63.0,36.0,,-0.0013646194101620823,0.0014656393293486225,-0.002521910659623483
163,0.0,1.0,64.0,35.0,,-0.0014771601797910483,0.0014905094588719692,-0.002677687719272792
164,0.0,1.0,65.0,34.0,,-0.0015897222162359892,0.0015061727761491728,-0.0028265310281959666
165,0.0,1.0,66.0,33.0,,-0.0016953387863368752,0.0015136686656773701,-0.0029692635490201624
166,0.0,1.0,67.0,32.0,,-0.0018092805860118188,0.0015138522682207611,-0.003105860966574059
167,0.0,1.0,68.0,31.0,,-0.0019271861014409364,0.0015027180466025136,-0.0032264250898361713
168,0.0,1.0,69.0,30.0,,-0.0020380988149236723,0.0014905077966231861,-0.003352041219863211
169,0.0,1.0,70.0,29.0,,-0.0021486175411725705,0.0014777341588061432,-0.003484124982093606
170,0.0,1.0,71.0,28.0,,-0.002256275402560348,0.001453268261796259,-0.0035953182260500816
171,0.0,1.0,72.0,27.0,,-0.0023661040459365124,0.0014211475004946017,-0.0036925398965276246
172,0.0,1.0,73.0,26.0,,-0.0024551067427117657,0.0013817611685902342,-0.0037752731956023355
173,0.0,1.0,74.0,25.0,,-0.0025468580457049805,0.0013494197239882766,-0.003882113287341671
174,0.0,1.0,75.0,24.0,,-0.002653120873887471,0.0013172504241110161,-0.003995090570622084
175,0.0,1.0,76.0,23.0,,-0.0027532014384986647,0.0012808584636900822,-0.004101481287080211
176,0.0,1.0,77.0,22.0,,-0.0028354104438312877,0.0012387208609658806,-0.004195046178741002
177,0.0,1.0,78.0,21.0,,-0.0029371411607800324,0.0011987073611923194,-0.00430043204755759
178,0.0,1.0,79.0,20.0,,-0.0030378252018139484,0.0011521641019534012,-0.004386759812402552
179,0.0,1.0,80.0,19.0,,-0.003123687318031809,0.001097830952758283,-0.004445444922698494
180,0.0,1.0,81.0,18.0,,-0.003205132190410076,0.0010472332560880204,-0.004521592306329314
181,0.0,1.0,82.0,17.0,,-0.003309337223556863,0.0009991800466759848,-0.004611627013677899
182,0.0,1.0,83.0,16.0,,-0.0033644891043796976,0.0009449013741085199,-0.004677869197774576
183,0.0,1.0,84.0,15.0,,-0.0034423543359175524,0.000890909120740524,-0.004745808539195595
184,0.0,1.0,85.0,14.0,,-0.00353309765749954,0.0008365960764877833,-0.004812904575677512
185,0.0,1.0,86.0,13.0,,-0.0036174053322938216,0.0007845351881499152,-0.0048972990964982754
186,0.0,1.0,87.0,12.0,,-0.003705962928886697,0.0007339444205556322,-0.00499734725648604
187,0.0,1.0,88.0,11.0,,-0.0037984382700838593,0.000679487901930953,-0.005075302688828609
188,0.0,1.0,89.0,10.0,,-0.003882623019499709,0.0006237491898262171,-0.005147468437625258
189,0.0,1.0,90.0,9.0,,-0.003967840410582291,0.0005676501360105668,-0.0052196207788028914
190,0.0,1.0,91.0,8.0,,-0.004023276010563848,0.0005088469584926258,-0.005268959561506192
191,0.0,1.0,92.0,7.0,,-0.004109359703249438,0.00045205914964951965,-0.005337605675752921
192,0.0,1.0,93.0,6.0,,-0.004154036638709835,0.00039276609058669365,-0.005378542157922439
193,0.0,1.0,94.0,5.0,,-0.004225732282826855,0.00033395463824748006,-0.005415808692899149
194,0.0,1.0,95.0,4.0,,-0.004307741248098962,0.0002746491599985301,-0.0054281446398601885
195,0.0,1.0,96.0,3.0,,-0.0043823527951041275,0.00021740982924711716,-0.005477488266739217
196,0.0,1.0,97.0,2.0,,-0.004466557633128976,0.00016046557839644038,-0.00552853522422625
197,0.0,1.0,98.0,1.0,,-0.0045556528520338535,0.00010371863812497217,-0.005582447314994909
198,0.0,1.0,99.0,0.0,,-0.003956516998013249,4.004414615832452e-05,
199,0.0,2.0,0.0,98.0,,-0.002343854532983136,,4.7890387603333195e-05
200,0.0,2.0,1.0,97.0,,-0.002961926681305127,-0.003002151953435672,9.216060265626602e-05
201,0.0,2.0,2.0,96.0,,-0.0030862217544253,-0.003122064927181367,0.00012954671231968362
202,0.0,2.0,3.0,95.0,,-0.0031426876981688334,-0.0031856959393852247,0.0001670386508676458
203,0.0,2.0,4.0,94.0,,-0.0029730868780938335,-0.0030196721044764008,0.00019205762190965814
204,0.0,2.0,5.0,93.0,,-0.0028774118416085015,-0.0029247304468905666,0.00021946328995681164
205,0.0,2.0,6.0,92.0,,-0.002707811418830919,-0.002756949524333918,0.00023901912255430702
206,0.0,2.0,7.0,91.0,,-0.002617350511722405,-0.00266940317822828,0.0002632429819411364
207,0.0,2.0,8.0,90.0,,-0.0024795318124111176,-0.002535029425835611,0.0002808258037581002
208,0.0,2.0,9.0,89.0,,-0.002353413230833823,-0.002410548171006721,0.0002970446838319596
209,0.0,2.0,10.0,88.0,,-0.002242756284222991,-0.002301357328834963,0.000312891969531659
210,0.0,2.0,11.0,87.0,,-0.002171219712458261,-0.0022289565702962033,0.00033215368574168735
211,0.0,2.0,12.0,86.0,,-0.002079596507956749,-0.0021377002981048943,0.00034707069282990943
212,0.0,2.0,13.0,85.0,,-0.001998667616981864,-0.0020567375142014344,0.0003620180597359024
213,0.0,2.0,14.0,84.0,,-0.0019328951150018314,-0.001991833322944725,0.00037843474988363823
214,0.0,2.0,15.0,83.0,,-0.0018702062876444492,-0.0019304140891336363,0.00039438622653831246
215,0.0,2.0,16.0,82.0,,-0.001811535808585396,-0.0018715641107180936,0.00040982700974656616
216,0.0,2.0,17.0,81.0,,-0.0017547721563391239,-0.001813716971562629,0.0004244517844991247
217,0.0,2.0,18.0,80.0,,-0.0017036337406581836,-0.001762073632736727,0.0004395335997007255
218,0.0,2.0,19.0,79.0,,-0.0016583313956759493,-0.0017159226393143046,0.0004551596834425631
219,0.0,2.0,20.0,78.0,,-0.0016236615167705137,-0.0016822138215603077,0.00047347168755762503
220,0.0,2.0,21.0,77.0,,-0.0015976626536677863,-0.0016559198608873116,0.0004936348491026976
221,0.0,2.0,22.0,76.0,,-0.0015826331365037527,-0.00163934031941404,0.0005167432364603375
222,0.0,2.0,23.0,75.0,,-0.0016207998052875094,-0.001676442785738308,0.0005579456425224283
223,0.0,2.0,24.0,74.0,,-0.0017493536776681529,-0.0018037954734639872,0.0006330572385464528
224,0.0,2.0,25.0,73.0,,-0.0020384264298782817,-0.0020889747968224626,0.0007723438639002378
225,0.0,2.0,26.0,72.0,,-0.0026368283784319324,-0.0026840089413997514,0.0010443991020629984
226,0.0,2.0,27.0,71.0,,-0.0034014354081444154,-0.0034448881276561982,0.0014092296542038696
227,0.0,2.0,28.0,70.0,,-0.003916741329459517,-0.003957593990997932,0.0016997091154111743
228,0.0,2.0,29.0,69.0,,-0.003706930082580384,-0.0037438327861242238,0.0016854802696677496
229,0.0,2.0,30.0,68.0,,-0.003180255999563286,-0.0032113860649009007,0.001513871654755361
230,0.0,2.0,31.0,67.0,,-0.0029016815115493477,-0.0029254496632239446,0.0014433114039791306
231,0.0,2.0,32.0,66.0,,-0.002615053341248341,-0.002626073798216111,0.0013551693842801527
232,0.0,2.0,33.0,65.0,,-0.0024860454486126393,-0.002497635320665381,0.001347095331860615
233,0.0,2.0,34.0,64.0,,-0.0025509149600667635,-0.002557618333783651,0.0014413149092944444
234,0.0,2.0,35.0,63.0,,-0.0024504825133662145,-0.0024510780956594758,0.0014422948280123915
235,0.0,2.0,36.0,62.0,,-0.0021405343969542745,-0.002143101532280922,0.001315693201133561
236,0.0,2.0,37.0,61.0,,-0.001832891077365728,-0.0018467879695627243,0.0011820566988485215
237,0.0,2.0,38.0,60.0,,-0.0016264360814541856,-0.0016319284298913495,0.001089241557424403
238,0.0,2.0,39.0,59.0,,-0.0014703165186301659,-0.0014718402442361889,0.0010240216408945457
239,0.0,2.0,40.0,58.0,,-0.0012799540005423715,-0.0012415496262518921,0.0009013370065038551
240,0.0,2.0,41.0,57.0,,-0.0012045715183831573,-0.0011569665356581105,0.0008753529051905851
241,0.0,2.0,42.0,56.0,,-0.0010605077142443742,-0.0009941863902759307,0.00078420676841362
242,0.0,2.0,43.0,55.0,,-0.0008916407143099159,-0.0008238706481927816,0.0006770440408998546
243,0.0,2.0,44.0,54.0,,-0.0008147232294709594,-0.000745632907713456,0.000638165026394466
244,0.0,2.0,45.0,53.0,,-0.0007705942055555859,-0.0006560077519056629,0.0005864266694890485
245,0.0,2.0,46.0,52.0,,-0.0006697618428175289,-0.00048219831240770006,0.00045252900367009907
246,0.0,2.0,47.0,51.0,,-0.00045526060379108557,-0.00025358012698939447,0.0002516060725443747
247,0.0,2.0,48.0,50.0,,-0.0003090035819305337,-3.323057045911959e-05,4.4261774848619595e-05
248,0.0,2.0,49.0,49.0,,-0.00023617694062294525,0.00019295541678499006,-0.00018328219436558602
249,0.0,2.0,50.0,48.0,,-0.00018752601767213495,0.00039384666413599945,-0.00040228500615602236
250,0.0,2.0,51.0,47.0,,-0.00023355610700726004,0.0005453317756989318,-0.0005814780875079695
251,0.0,2.0,52.0,46.0,,-0.00031338172949280096,0.000622854181217436,-0.0006900176851203366
252,0.0,2.0,53.0,45.0,,-0.00039186751885023074,0.0007422899078297629,-0.000856149576317411
253,0.0,2.0,54.0,44.0,,-0.0004721654769216377,0.0008804123858974222,-0.0010580133581492568
254,0.0,2.0,55.0,43.0,,-0.0005536253553233283,0.0009929015562439858,-0.0012428423445778325
255,0.0,2.0,56.0,42.0,,-0.0006341962217437658,0.001092944805175744,-0.0014252527314656538
256,0.0,2.0,57.0,41.0,,-0.0007339032133687473,0.001183670878990739,-0.0016075291561455929
257,0.0,2.0,58.0,40.0,,-0.0008399432056009903,0.001259553285328563,-0.001781620241537163
258,0.0,2.0,59.0,39.0,,-0.0009510418825297018,0.0013239926304879912,-0.0019509625803825204
259,0.0,2.0,60.0,38.0,,-0.0010668671199184354,0.001380210122052139,-0.0021193746695726823
260,0.0,2.0,61.0,37.0,,-0.0011521602585667923,0.0014267951161830439,-0.0022857082942946416
261,0.0,2.0,62.0,36.0,,-0.0012528352687489752,0.0014645906959411814,-0.002447894869402889
262,0.0,2.0,63.0,35.0,,-0.0013622184756665323,0.001492965603037355,-0.00260408357867703
263,0.0,2.0,64.0,34.0,,-0.0014793315470852386,0.0015122093028443473,-0.002753524186329126
264,0.0,2.0,65.0,33.0,,-0.0015882926776953354,0.0015230522374014566,-0.0028971763925655925
265,0.0,2.0,66.0,32.0,,-0.001696076883774822,0.0015227494000005226,-0.0030276474124958375
266,0.0,2.0,67.0,31.0,,-0.001795716728960839,0.0015168553781654825,-0.003154993886971491
267,0.0,2.0,68.0,30.0,,-0.0019194662926883543,0.0015061437853061133,-0.0032779474521674734
268,0.0,2.0,69.0,29.0,,-0.002024431718321229,0.0014947088643879614,-0.0034082085708534438
269,0.0,2.0,70.0,28.0,,-0.0021440250965282237,0.0014776284418609453,-0.0035318547031050196
270,0.0,2.0,71.0,27.0,,-0.002245897628661231,0.001445192499637482,-0.003624518017471101
271,0.0,2.0,72.0,26.0,,-0.002337268254245628,0.0014057760859624846,-0.0037033881218974107
272,0.0,2.0,73.0,25.0,,-0.0024474103532247105,0.0013763561065949226,-0.0038129587079673843
273,0.0,2.0,74.0,24.0,,-0.0025427092323444533,0.0013430674470356063,-0.003918573231043165
274,0.0,2.0,75.0,23.0,,-0.0026340521838509323,0.001310796175537421,-0.0040341189053128
275,0.0,2.0,76.0,22.0,,-0.0027383708727047873,0.0012728114980897764,-0.004136422411181284
276,0.0,2.0,77.0,21.0,,-0.0028216435071852786,0.0012302505627042049,-0.004230166298419102
277,0.0,2.0,78.0,20.0,,-0.002927611160460808,0.0011808861671889215,-0.004300379051981551
278,0.0,2.0,79.0,19.0,,-0.0030153239396878417,0.0011282855889056531,-0.004361334705511588
279,0.0,2.0,80.0,18.0,,-0.0031011997343736164,0.0010786437105512192,-0.0044365157936139266
280,0.0,2.0,81.0,17.0,,-0.003181999330400642,0.001033830930078361,-0.004538193484489805
281,0.0,2.0,82.0,16.0,,-0.003268500066090252,0.0009827278733458567,-0.004614217631586315
282,0.0,2.0,83.0,15.0,,-0.0033492755853515854,0.0009288832774629885,-0.004679257770853429
283,0.0,2.0,84.0,14.0,,-0.0034301009281672012,0.0008780249523221428,-0.0047637274186504985
284,0.0,2.0,85.0,13.0,,-0.003523178179295261,0.0008249647492275525,-0.0048371877640924765
285,0.0,2.0,86.0,12.0,,-0.003602058913462658,0.0007722570148867014,-0.004918945124517848
286,0.0,2.0,87.0,11.0,,-0.0036919252663001334,0.0007196830276039456,-0.005005065614069659
287,0.0,2.0,88.0,10.0,,-0.003759501881273497,0.000662596077992017,-0.005062885042472431
288,0.0,2.0,89.0,9.0,,-0.0038493297898033463,0.0006079512105066076,-0.005139976500177723
289,0.0,2.0,90.0,8.0,,-0.003933522965856806,0.0005523155962907644,-0.005213039148340037
290,0.0,2.0,91.0,7.0,,-0.0040159333895928295,0.0004944678153000481,-0.005263039733176211
291,0.0,2.0,92.0,6.0,,-0.004049701332350053,0.00043489852528555417,-0.005300427846759437
292,0.0,2.0,93.0,5.0,,-0.004129555948124253,0.00037738595654324136,-0.005348637129978351
293,0.0,2.0,94.0,4.0,,-0.004227337589962077,0.0003202675898843488,-0.005392532989012877
294,0.0,2.0,95.0,3.0,,-0.004291591881886658,0.0002615753966683787,-0.00540049025007272
295,0.0,2.0,96.0,2.0,,-0.004365378032218037,0.00020490879661649863,-0.005445041088344427
